"id","last_updated","kaycode","full_name","prev_id","sex","birthdate","status","mom","dad","number_littermates","litrank","eartag","notes","entered_by"
"rs",2008-03-28,"175","racing stripe",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rslg",2017-11-15,"711","riesling",NA,"m",2002-05-15,"r","hml",NA,"1",NA,"715","talek east; dengrad calced by pat; on dfs seen as ",NA
"rss",NA,NA,"rousseau",NA,"u",2005-12-06,"r","mali",NA,"1","1",NA,NA,NA
"rsta",2017-07-14,"969","rosetta",NA,"f",2015-06-25,"r","unk",NA,NA,NA,NA,"kcm hyena; graduated on or before dfs",NA
"rstr",2007-10-02,NA,"rooster",NA,"m",NA,"i",NA,NA,NA,NA,NA,"flat r ear; r b scoop; l c nick",NA
"rswl",2016-11-04,"511","roswell",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rtfr",2014-12-24,NA,"rotifer",NA,"u",2012-05-24,"r","amaz",NA,NA,NA,NA,NA,NA
"rtmt",2016-07-21,NA,"right mountain","rm","m",NA,"t",NA,NA,NA,NA,NA,"in notes as 'rm'",NA
"rtrf",2016-12-14,NA,"right roof1",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rtt",2016-12-13,NA,"rtt",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"rub",2017-03-29,"261","ruby",NA,"m",1997-11-12,"r","gol","chic","1","1",NA,"talek east. dengrad calced by pat",NA
"rudi",2014-06-18,NA,"david rudishe",NA,NA,2013-11-05,"r","run",NA,"0",NA,NA,NA,NA
"rugr",2015-09-16,NA,"ruger",NA,"u",2015-07-15,"r","angi",NA,"1","2",NA,"check dob",NA
"ruha",2015-02-03,"686","ruaha",NA,"u",2013-01-17,"r","sbl",NA,"1",NA,NA,NA,NA
"rum",2016-07-21,NA,"rum1",NA,"f",1988-12-10,"r","79",NA,"1","1",NA," dengrad calced by pat",NA
"rumg",2014-06-15,NA,"why is the rum gone",NA,"f",2013-11-14,"r","boom",NA,"1","1",NA,NA,NA
"rump",2016-07-21,"330","rumpelstilsken",NA,"f",2000-06-25,"r","wr",NA,"0",NA,"330","talek east. dengrad calced by pat",NA
"run",2012-05-05,NA,"running",NA,"f",2009-06-15,"r","diz",NA,"1",NA,NA,NA,NA
"run2",2016-11-11,"279","runt2",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"runt",2014-12-24,NA,"runt",NA,"u",1991-12-15,"r","gw",NA,"0","1",NA,NA,NA
"rup",2007-04-20,"2047","rupee",NA,"f",2003-01-01,"r",NA,NA,NA,NA,NA,"amboseli birthdate est. by adw = winter02/03",NA
"rust",2007-04-20,NA,"rusty",NA,"m",NA,NA,NA,NA,NA,NA,NA,"amboseli hyena; clan listed as ""camp?""",NA
"rv",2016-05-11,"20","raven","rav","f",1990-05-15,"r","gw","1019","1","1",NA," dengrad calced by pat",NA
"rvnd",2015-05-06,NA,"rivendell",NA,NA,2009-12-20,"r","arw",NA,"1",NA,NA,NA,NA
"rxp",2016-02-02,NA,"raxus prime","the mask = cub","f",2012-11-25,"r","loki",NA,"1",NA,NA,NA,NA
"ry",2016-12-14,NA,"right ""y""",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"rye",NA,"2049","rye",NA,"f",2004-05-31,"r","spw",NA,NA,NA,NA,"amboseli",NA
"sach",2007-04-20,NA,"sachmo",NA,"u",2006-05-04,"r","peeb",NA,NA,NA,NA,NA,NA
"sag",2015-05-06,NA,"carl sagan",NA,"f",2007-11-21,"r","bel",NA,"1","2",NA,NA,NA
"sagr",2014-10-18,NA,"sagrada",NA,"m",2008-09-26,"r","lcs",NA,"0",NA,NA,NA,NA
"sah",NA,NA,"savannah",NA,"u",2003-12-12,"r","marn",NA,NA,NA,NA,"amboseli",NA
"saka",2017-01-23,NA,"lusaka","al523","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"saki",2016-05-11,"593","sabaki river",NA,"m",2013-11-27,"r","ted",NA,"1",NA,NA,NA,NA
"sal",2016-11-18,NA,"salem",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"sals",2017-11-17,NA,"salsa",NA,"f",2000-07-06,"r","puc",NA,"1","1",NA,"talek east. dengrad calced by pat",NA
"salt",2015-06-05,NA,"saltatory",NA,"u",2013-02-10,"r","rway",NA,"1",NA,NA,NA,NA
"sam",2016-02-02,"742","samburu",NA,"f",2006-08-07,"r","art",NA,"1","1",NA,"talek west",NA
"sami",2017-04-26,"1255","sam i am",NA,"f",2017-02-07,"r","pala",NA,"0",NA,NA,NA,NA
"san",2016-11-16,NA,"sanfran",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"sana",2014-10-19,NA,"san andreas",NA,"m",2010-01-02,"r","digs",NA,"0",NA,NA,NA,NA
"sanc",2007-10-02,NA,"sancho",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"sano",2018-09-07,"1355","sandy koufax",NA,"m",2016-11-22,"r","aqua",NA,"0",NA,NA,"pond, other.kaycodes:#1335",NA
"sant",NA,"841","santiago","djib","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"sari",2018-12-14,NA,"sari",NA,NA,2017-12-07,"r","tian",NA,NA,NA,NA,"kcm",NA
"sarn",2016-07-19,"693","saruni",NA,"m",2013-03-04,"r","avce",NA,"1",NA,NA,"body found dead",NA
"sars",2012-05-03,NA,"sars",NA,NA,2010-11-09,"r","mrl",NA,"2",NA,NA,NA,NA
"sasa",2015-11-05,NA,"sasha grey",NA,"u",2015-03-20,"r","tud",NA,"1",NA,NA,NA,NA
"sau",2019-01-29,"1289","sauer",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"savo",2016-08-19,NA,"sarejevo",NA,"m",NA,NA,NA,NA,NA,NA,NA,"no evidence in notes - believed to be an immigrant",NA
"savy",2015-09-13,"1177","savvy","spritely","f",2014-10-30,"r","boom",NA,"1","1",NA,"cub name was sprightly",NA
"saw",2007-10-02,"1029","sawtooth",NA,"f",NA,"r",NA,NA,NA,NA,NA,"l b serration",NA
"sb",NA,"49","sunbird",NA,"m",1990-05-15,"r","gw",NA,"1",NA,NA," dengrad calced by pat",NA
"sbl",2016-08-10,"759","scrabble","scr","f",2004-07-21,"r","adon",NA,"1","1",NA,"other.kaycodes:#749",NA
"sbr",2015-09-18,NA,"sabertooth",NA,"u",2008-10-31,"r","badg",NA,"1",NA,NA,"dbw",NA
"scar",2016-07-18,"60","scarface","sf","m",1989-03-20,"r","27",NA,"1","2",NA," dengrad calced by pat",NA
"scby",2016-07-21,"127","scooby-doo",NA,"f",1994-01-27,"r","sd","rcn","0",NA,NA," dengrad calced by pat",NA
"sch",2017-03-29,"259","schnapps",NA,"m",1998-11-20,"r","ua","mig","1","2",NA,"talek west. dengrad calced by pat",NA
"sclw",2015-04-27,"704","scallywags",NA,"m",NA,NA,NA,NA,NA,NA,"704",NA,NA
"scmp",2016-02-02,NA,"scamper",NA,"m",2011-10-30,"r","cen",NA,"1","2",NA,"unclear whether mother was cen or alfe; wean date ",NA
"sco",2017-03-30,"278","scooter","sct","m",1997-12-15,"r","hob","mike","1",NA,NA,"talek west. dengrad calced by pat. consolidated wi",NA
"scor",NA,NA,"scorsese",NA,"f",2004-09-30,"r","bgrd",NA,NA,NA,NA,"amboseli",NA
"scot",2016-12-14,NA,"scott",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"scra",NA,"779","scratches",NA,"m",NA,"r",NA,NA,NA,NA,NA,"double xing darting",NA
"scrf",2007-10-02,"1018","scarface 2",NA,"m",NA,"i",NA,NA,NA,NA,NA,"r & l jagged ears",NA
"scrm",2016-10-21,"936","scramble",NA,"f",2015-02-11,"r","tgpi",NA,"0",NA,NA,NA,NA
"sct",2007-10-02,NA,"scout",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"scy",2016-07-21,"58","scotty",NA,"f",1990-12-15,"r","bf","65","1","1",NA," dengrad calced by pat",NA
"sd",2016-07-21,"56","spiderman","sdy","f",1990-11-20,"r","23s",NA,"1","1",NA," dengrad calced by pat",NA
"sde",NA,"2021","suede",NA,"m",2003-09-20,"r","vic",NA,NA,NA,NA,"amboseli",NA
"sdi",2015-04-27,"896","sidai",NA,"f",2001-12-31,"r","nana",NA,"1","1","896","deathdate is date last seen",NA
"se",2016-12-15,NA,"snake eyes",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"seeg",2015-12-16,NA,"seeger",NA,"u",2006-04-06,"r","bail",NA,"1","2",NA,"talek west",NA
"sehe",2015-04-14,"556","starehe",NA,NA,2013-01-12,"r","lu",NA,"1","2",NA,NA,NA
"sein",2016-07-21,"181","seinfeld",NA,"f",1995-03-22,"r","bsh","rcn","1","2",NA," dengrad calced by pat",NA
"sel",NA,NA,"sel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"semi",2007-10-02,NA,"semi",NA,"m",NA,"r",NA,NA,NA,NA,NA,"small l b tear",NA
"seye",2016-08-31,NA,"scareye",NA,"f",NA,"f",NA,NA,NA,NA,NA,"female #129",NA
"sfig",2016-07-15,NA,"sycamore fig",NA,"u",2013-09-18,"r","obam",NA,"0",NA,NA,"starved; mother died in april 2014 poisonings",NA
"sge",2016-07-18,NA,"scrooge","scr","m",1994-11-30,"r","ot",NA,"0",NA,NA," dengrad calced by pat",NA
"sgl",2007-10-02,"1100","shangri-la",NA,"f",2010-11-15,"r","saw",NA,"1","1",NA,NA,NA
"sgtp",2015-09-16,"1073","sergeant pepper",NA,"u",2010-12-04,"r","ele",NA,"1","1",NA,NA,NA
"sguy",2018-08-02,NA,"shy guy",NA,"m",2016-02-16,"r","cart",NA,"1","2",NA,NA,NA
"sha",2008-03-28,"185","shasta",NA,"m",1995-11-07,"r","gil","fn","1","2",NA," dengrad calced by pat",NA
"shai",2015-05-20,NA,"shanghai","al410","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"shal",NA,"2054","shale",NA,"m",2004-07-03,"r","hef",NA,NA,NA,NA,"amboseli",NA
"shap",2017-01-27,NA,"sharpie",NA,"u",2013-08-01,"r","xnon",NA,NA,NA,NA,"victim of the 2014 poisoning",NA
"shb",2016-07-18,"362","shaba",NA,"m",2001-03-19,"r","par",NA,NA,NA,"362","talek east. duplicate record with synonym abbrevia",NA
"shd",2015-11-13,"2045","shades",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"shdn",2016-06-15,NA,"sheldon","phantom","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"she",NA,"254","shera",NA,"f",NA,"f",NA,NA,NA,NA,NA,NA,NA
"shef",NA,"928",NA,NA,"m",2009-01-20,"r","koko",NA,"1","1",NA,NA,NA
"shel",2008-03-28,NA,"shelob",NA,"u",1993-03-09,"r","es",NA,"0",NA,NA," dengrad calced by pat",NA
"shep",2018-12-14,NA,"hatshepsut","radi",NA,2017-12-28,"r","blln",NA,NA,NA,NA,"kcm",NA
"sher",2018-10-26,"12","sherlock","sh","m",1987-08-01,"r","kb","65","0","1",NA,"2 jul 2000: ""kh and rh saw sherlock alive and well",NA
"shfx",2016-02-02,"650","shadowfax",NA,"m",2010-12-18,"r","blue",NA,"1","1",NA,NA,NA
"shg",NA,NA,"shaggy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"shim",2015-06-05,NA,"shimmy","shoulder","m",2013-09-11,"r",NA,NA,NA,NA,NA,NA,NA
"shk",NA,NA,"shaka",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"shmp",2015-05-20,"949","shrimp",NA,"m",2014-11-30,"r","amaz",NA,"0",NA,NA,NA,NA
"shok",2018-08-03,"1347","shoka",NA,NA,2017-06-07,"r","bora",NA,"1",NA,NA,"main doc",NA
"shrd",2016-08-11,NA,"the shredder",NA,NA,2008-12-01,"r","tcy",NA,"1","1",NA,NA,NA
"shrf",2014-10-18,NA,"sheriff",NA,"m",2008-10-30,"r","shrm",NA,"1","2",NA,"dbw",NA
"shrk",2007-10-02,"1041","shark","shark","m",2009-12-01,"r","rbc",NA,NA,NA,NA,"possible rbc cub,never seen nursing",NA
"shrm",2007-10-02,"1088","sherman","jackr","f",NA,"r",NA,NA,NA,NA,NA,"r c notch, r a notch, l b scoop, most  likely kill",NA
"sht",2015-05-04,"880","short tail","pa02, rph","m",NA,"i",NA,NA,NA,NA,NA,"previous id = pa02 and rph; seen repeatedly in tal",NA
"shtr",2014-06-13,"1265","shoot her",NA,"m",2013-10-24,"r","trex",NA,"1","1",NA,NA,NA
"shv",2014-10-18,NA,"shiva","elvis","m",2008-11-15,"r","tnsl",NA,NA,NA,NA,"dbw",NA
"shy",2016-11-11,NA,"shorty",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"shyl",2015-09-14,NA,"shylock",NA,"f",2008-10-31,"r","ao",NA,"1","2",NA,NA,NA
"sia",2015-01-15,NA,"sangria",NA,"u",2004-06-10,"r","hml",NA,"1","2",NA,"talek east; shared dfs with chm",NA
"sid",2016-11-11,NA,"sidney",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"sie",2016-07-21,"245","sierra",NA,"f",1997-11-15,"r","gil","fa","0","1",NA," dengrad calced by pat",NA
"sil",2015-05-01,NA,"silverside",NA,"m",2001-12-13,"r","back",NA,"1","2",NA,NA,NA
"silk",2007-10-02,"1010","silkwood",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"silu",2015-07-26,NA,"silurian",NA,"u",2013-12-13,"r","coel",NA,"1",NA,NA,NA,NA
"sim",2016-11-17,"179","simon",NA,"m",NA,"i",NA,NA,NA,NA,NA,"talek",NA
"simm",NA,NA,"simmie",NA,"f",NA,"t",NA,NA,NA,NA,NA,NA,NA
"simo",2017-11-10,"1338","simone biles","kiti","f",2016-10-28,"r","baez",NA,"0",NA,NA,"main doc",NA
"sin",2016-12-14,NA,"sinner",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"sing",2007-10-02,NA,"singsing",NA,"m",2008-07-15,"r","duma",NA,NA,NA,NA,NA,NA
"sipi",NA,NA,"sipi",NA,"u",2002-11-07,"r","chw",NA,NA,NA,NA," dengrad calced by pat",NA
"sir",2017-03-24,"147","sirius",NA,"m",1994-07-10,"r","sx","fn","1","1",NA," dengrad calced by pat",NA
"sitr",2015-01-14,NA,"sitar",NA,"u",2006-02-15,"r","hem",NA,"1",NA,NA,"talek east; littermate never named, but seen nursi",NA
"sj",2007-10-02,NA,"sweet jane",NA,"f",NA,"r",NA,NA,NA,NA,NA,NA,NA
"skch",2016-07-19,NA,"sketchers",NA,"m",2010-12-10,"r","hex",NA,"0",NA,NA,NA,NA
"skep",2016-10-18,NA,"skeptic",NA,"f",2016-07-20,"r","hwk",NA,"1","1",NA,NA,NA
"skip",2007-10-02,NA,"skipper",NA,"f",NA,"r",NA,NA,NA,NA,NA,"l and r b notches",NA
"skk",NA,NA,"skink",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli",NA
"skp",2018-09-07,NA,"skip",NA,NA,2017-01-02,"r",NA,NA,NA,NA,NA,"kcm",NA
"sks",2016-07-18,"223","sykes",NA,"m",1995-10-16,"r","ot","rcn","1","2",NA," dengrad calced by pat",NA
"sktl",2007-10-02,NA,"skittles",NA,"f",NA,"r",NA,NA,NA,NA,NA,"torn phallus 9/22/09",NA
"skul",2015-05-20,NA,"skull",NA,NA,NA,"r",NA,NA,NA,NA,NA,NA,NA
"sky",NA,"872","skye",NA,"f",2005-11-16,"r","eco",NA,"1","1",NA,NA,NA
"sla",2016-07-18,NA,"slash","sl","m",1987-11-01,"r","23s",NA,"0","1",NA,NA,NA
"slbr",2019-01-29,"1291","sloth bear",NA,"m",2018-01-31,"r","sau",NA,"1",NA,NA,NA,NA
"slim",2015-09-16,"1143","texas slim",NA,"m",2013-01-14,"r","ink",NA,"1","1",NA,"dispersed to serena south in dec. 2015",NA
"slin",2007-10-02,"1009","slinky",NA,"f",NA,"r",NA,NA,NA,NA,NA,"other.kaycodes:#1041",NA
"slm",2016-11-10,"472","salem - 2003","aka m472","m",NA,"i",NA,NA,NA,NA,"472","previously m472, dfs from ft darting before came t",NA
"sls",2017-11-17,"238","selous",NA,"f",1997-11-18,"r","par",NA,"0",NA,NA," dengrad calced by pat",NA
"slsh",NA,NA,"slasher",NA,"m",NA,"o",NA,NA,NA,NA,NA,NA,NA
"slth",2015-06-18,NA,"sloth","peg=cubname","m",2011-09-06,"r","arg",NA,"1","1",NA,NA,NA
"slug",2018-04-11,NA,"slug",NA,"m",2017-06-12,"r","buar",NA,"0",NA,NA,"main doc",NA
"slwp",2017-12-04,"947","slow poke",NA,"m",2014-06-30,"r","mgta",NA,NA,NA,NA,NA,NA
"slx",2016-03-07,NA,"scylax",NA,"u",2000-07-19,"r","ali",NA,NA,NA,NA,"this cub has no evidence of existing in the notes ",NA
"sly",2016-11-15,NA,"sly",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"smag",2015-09-13,"1176","smaug","liney, vegas","m",2014-10-28,"r","erem",NA,"1","2",NA,"liney, vegas were cub names",NA
"smck",2017-04-25,NA,"smucker's",NA,"u",2016-12-27,"r","wafl",NA,"1",NA,NA,NA,NA
"smsa",2018-08-03,"1362","samosa","smpl, simple",NA,2017-05-07,"r","styr",NA,NA,NA,NA,"kcm",NA
"smt",2008-03-26,NA,"smithers",NA,"u",2002-10-20,"r","dsn",NA,"1",NA,NA,"deathdate is date last seen",NA
"smth",2015-06-17,NA,"smithsonian","rosemary = cub name",NA,2011-11-20,"r","clar",NA,"1","1",NA,NA,NA
"smy",NA,NA,"smokey",NA,NA,NA,NA,NA,NA,NA,NA,NA,"amboseli; lakeview clan",NA
"sna",2016-02-02,NA,"siena",NA,"u",2006-04-17,"r","mos",NA,"1","1",NA,"talek west; kay approved dls even though only seen",NA
"snag",NA,NA,"snaggletooth",NA,"f",NA,"r","arw",NA,NA,NA,NA,NA,NA
"snap",2007-10-02,"1028","snapper","finn","f",2007-10-30,"r","koi",NA,NA,NA,NA,NA,NA
"snar",2008-03-26,"150","snare",NA,"u",NA,"d",NA,NA,NA,NA,NA,NA,NA
"snb",2007-10-02,NA,"snare bear",NA,"f",NA,"r",NA,NA,NA,NA,NA,"snare",NA
"sndy",2015-11-13,"2002","sandy",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"sng",2016-11-18,NA,"sng",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"snhc",2017-01-23,NA,"sweet n honey café",NA,"u",2015-12-22,"r","neon",NA,"1",NA,NA,NA,NA
"snic",2017-08-26,NA,"sonic screwdriver",NA,"m",2017-05-16,"r","jlp",NA,"0",NA,NA,NA,NA
"snik",2009-09-23,NA,"snickers",NA,"u",2006-10-20,"r","mls",NA,"1","1",NA,NA,NA
"snip",2014-10-18,"1086","sniper",NA,"f",2010-12-18,"r","shrm",NA,NA,NA,NA,NA,NA
"snji",2015-09-18,NA,"basenji",NA,"u",2013-10-20,"r","tru",NA,"1",NA,NA,NA,NA
"snk",2007-10-02,NA,"sneaky",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"snow",2019-01-23,"1370","snow",NA,NA,2017-05-19,"r","pbut",NA,"1","2",NA,"kcm",NA
"snp",2014-10-18,NA,"snoop dogg",NA,"m",2008-11-13,"r","zoey",NA,"1","2",NA,"dbw",NA
"snpy",2018-04-12,NA,"snoopy","scritch",NA,2016-10-06,"r","goof",NA,"1","1",NA,"pond",NA
"snrl",2012-05-02,NA,"sonny rollins",NA,NA,2012-01-02,"r","peeb",NA,"1",NA,NA,NA,NA
"sntr",2015-12-10,"773","sinatra",NA,"m",2006-04-06,"r","bail",NA,"1","1",NA,"talek west",NA
"snug",2015-09-18,NA,"silver nugget",NA,"f",2014-06-15,"r","taj",NA,"1","1",NA,NA,NA
"sob",2018-08-03,NA,"son of a b!",NA,NA,2017-02-19,"r","dk",NA,NA,NA,NA,"kcm",NA
"soc1",NA,NA,"socrates1",NA,"u",2000-03-28,"r","mali",NA,"1",NA,NA," dengrad calced by pat; this cub only appears in t",NA
"soc2",NA,NA,"socrates2",NA,"u",2000-03-28,"r","mali",NA,"1",NA,NA," dengrad calced by pat; this cub only appears in t",NA
"soco",2014-10-14,NA,"southern comfort",NA,"m",2010-11-26,"r","bor",NA,"1","1",NA,"check dls date??",NA
"sol",NA,NA,"solomon",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA
"soli",2017-04-25,NA,"solitare",NA,"u",2016-12-20,"r","csby",NA,"1",NA,NA,NA,NA
"song",2015-09-18,NA,"river song",NA,"u",2014-08-24,"r","jlp",NA,NA,NA,NA,"check dls and missing dates",NA
"soot",2018-08-15,NA,"sooty",NA,"u",NA,"r","?",NA,NA,NA,NA,NA,NA
"sopa",2017-01-24,"552","sopa",NA,"m",2013-07-21,"r","wran",NA,NA,NA,NA,NA,NA
"sord",2017-07-13,"1321","lightly fried swordfish fillet",NA,"m",2016-02-14,"r","styr",NA,"1","1",NA,"kcm hyena",NA
"sos",2012-02-12,NA,"sos",NA,"u",2007-01-01,"r",NA,NA,NA,NA,NA,NA,NA
"sosa",2015-04-14,NA,"soit-sambu","al406","m",NA,"i",NA,NA,NA,NA,NA,"dfs is from talek but ended up in ft",NA
"soto",2016-11-15,NA,"soto",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"soup",2015-09-16,"1192","soup nazi",NA,"f",2014-10-03,"r","logc",NA,"0",NA,NA,NA,NA
"sour",NA,NA,NA,NA,"m",2009-05-16,"r","lnx",NA,"1","2",NA,NA,NA
"sp",NA,NA,"south paw",NA,"f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"spa",2008-03-26,NA,"supa",NA,"u",2003-07-15,"r","nana",NA,NA,NA,NA,NA,NA
"spad",2015-09-09,NA,"spades",NA,"u",2014-09-04,"r","csby",NA,"1",NA,NA,NA,NA
"spar",NA,NA,"sparks",NA,"f",2015-08-02,"r","saw",NA,"1","2",NA,NA,NA
"spb",2007-10-02,"1087","sleeping bear",NA,"f",NA,"r",NA,NA,NA,NA,NA,"l b scoop; r nipple ear",NA
"spcd",2019-01-22,"1139","spectacled bear","spec","m",2012-06-04,"r","sau",NA,"1",NA,NA,NA,NA
"spdr",2007-10-02,"1016","spider","snitc","m",NA,"i",NA,NA,NA,NA,NA,"(remove l a nick)",NA
"spec",2016-12-15,NA,"spectacles",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"spee",2015-02-03,NA,"speedometer",NA,"u",2013-01-20,"r","mono",NA,NA,NA,NA,NA,NA
"sphx",2016-01-19,NA,"sphinx",NA,"u",2006-10-25,"r","pan",NA,"1","1",NA,NA,NA
"spk",2016-11-18,NA,"spook",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"spm",2016-11-04,NA,"spm",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"spn",2015-11-13,"2014","spoon",NA,"m",NA,"i",NA,NA,NA,NA,NA,"amboseli",NA
"spng",2016-05-10,"682","sponge","nemesis = cub name","m",2012-11-03,"r","amaz",NA,"1",NA,NA,NA,NA
"spnk",NA,NA,NA,NA,NA,2008-07-20,"r","brz",NA,"0",NA,NA,NA,NA
"spo",2008-03-28,NA,"spock",NA,"f",1988-11-07,"r","bf",NA,"1","1",NA," dengrad calced by pat",NA
"spok",2016-10-21,NA,"spooky",NA,NA,2015-08-01,"r","unk",NA,NA,NA,NA,"kcm hyena of unknown parentage",NA
"spot",2012-02-12,NA,NA,NA,"u",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sprk",2016-06-15,NA,"sparkler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sprl",2017-11-28,NA,"spiral fried potatoes",NA,"f",2016-02-14,"r","styr",NA,"1","2",NA,"kcm hyena",NA
"sprn",2007-10-02,NA,"springer","scrl","m",NA,"i",NA,NA,NA,NA,NA,"l a&c notches, r b slit",NA
"sprt",2014-06-15,"1169","sports illustrated",NA,"m",2013-11-07,"r","hwk",NA,"1","1",NA,"found dead, necropsy performed",NA
"spta",2015-05-06,NA,"sparta",NA,"m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"spty",2015-05-22,NA,"sparty",NA,"m",2009-12-14,"r","snag",NA,NA,NA,NA,NA,NA
"spud",2014-10-18,NA,"bark spud",NA,"f",2012-11-06,"r","hndy",NA,"0",NA,NA,NA,NA
"spw",2015-11-13,"2078","superwoman",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"spy",NA,NA,"spy",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA
"spyr",2015-09-14,NA,"spyro",NA,"m",2013-12-22,"r","erem",NA,"1","2",NA,NA,NA
"sq",2016-12-14,NA,"squiggle",NA,"m",NA,"t",NA,NA,NA,NA,NA,NA,NA
"sqa",2017-03-30,"303","sequoia",NA,"f",1999-05-13,"r","bern",NA,"1","2","303","talek east. dengrad calced by pat",NA
"sqim",NA,"1331","sequim","al487 and al499","m",NA,"i",NA,NA,NA,NA,NA,NA,NA
"sqr",2014-10-14,NA,"squire",NA,"u",2010-11-09,"r","bart",NA,"1","2",NA,NA,NA
"sqrk",2015-09-13,"1188","squark","circle","m",2015-02-27,"r","ojy",NA,"1","2",NA,"cub name was circle",NA
"sqrt",2015-09-16,"1197","squirt",NA,"m",2015-01-09,"r","ema",NA,"0",NA,NA,NA,NA
"sr",2016-07-21,NA,"sr",NA,"f",1983-01-22,"r","44",NA,NA,NA,NA,NA,NA
"sray",2012-05-03,NA,"sugar ray robinson",NA,NA,2010-06-03,"r","mre",NA,"1",NA,NA,NA,NA
"srg",2016-09-08,"940","kerri strug","shine","f",2015-03-29,"r","baez",NA,"1","2",NA,NA,NA
"sri",2007-04-22,"134","sri",NA,"m",NA,"r",NA,NA,NA,NA,NA,NA,NA
"srio",2018-12-13,NA,"syrio forel",NA,"m",2016-12-05,"r","bnt",NA,"1","2",NA,"pond",NA
"srir",2014-10-14,"1026","sriracha",NA,"m",2009-12-12,"r","clov",NA,"1",NA,NA,"r & l small b scoops",NA
"srlt",2014-12-24,NA,"scarlet",NA,"u",2009-11-29,"r","mos",NA,"1","2",NA,NA,NA
"srn",2016-02-25,"725","siren",NA,"m",2008-03-01,"r","pan",NA,"1","2",NA,NA,NA
"srvy",2018-08-02,"971","survey",NA,"f",2014-09-03,"r",NA,NA,NA,NA,NA,"unknown sub seen near bb x; dfs already too old to",NA
"ss",2007-10-02,NA,"sad sack",NA,"m",NA,"r",NA,NA,NA,NA,NA,NA,NA
"ssh",NA,NA,"sasha",NA,"f",NA,"r",NA,NA,NA,NA,NA,"amboseli",NA
"sst",2007-10-02,NA,"sistine","jackr","m",2007-04-01,"r","lcs",NA,NA,NA,NA,NA,NA
"ssta",2018-09-07,NA,"sea star","dunia",NA,2018-02-20,"r","amaz",NA,NA,NA,NA,"talek west",NA
"sta",2016-11-04,NA,"stella",NA,"u",NA,"t",NA,NA,NA,NA,NA,NA,NA
"stag",2015-09-18,NA,"stormageddon",NA,"f",2014-01-19,"r","jlp",NA,NA,NA,NA,NA,NA
"star",2014-10-16,"1120","stardust",NA,"m",2012-07-22,"r","taj",NA,NA,NA,NA,"dob adjusted when calculating mom's reproductive s",NA
"stb",2016-07-21,NA,"steinbeck",NA,"f",2006-01-01,"r","who",NA,NA,NA,NA,"talek east",NA
"ste",2008-03-28,"2","steve",NA,"m",1989-05-15,"r","xs",NA,"1","2",NA," dengrad calced by pat",NA
"stee",2007-10-02,NA,"steelhead",NA,"m",2009-08-14,"r","koi",NA,"0",NA,NA,NA,NA
